meta_rxn_id,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval
773,262.0,0.0012321719359254558,1.0639288771101947,0.0017275105426839074
774,290.0,3.744139161695498e-05,1.7725054991845914,6.952612396127775e-05
775,275.0,0.00026719355298303777,1.5442325344628436,0.0004132637385818729
776,296.0,1.6051497646725775e-05,1.9107173606886794,3.368139256204625e-05
777,234.0,0.019287564463529205,0.9442374707760061,0.02369077430203246
778,199.0,0.2203208174400776,0.5694323618627128,0.24036733895758897
779,262.0,0.0012321719359254558,1.36738399790223,0.0017275105426839074
780,243.0,0.008628130702045713,1.0516154650929657,0.01098363655599146
781,247.0,0.005890948456870444,1.1465413621882332,0.007661884408264348
782,244.0,0.007853986337031556,1.1192532099510826,0.010059174769402572
783,217.0,0.07206320905091358,0.6872553037155463,0.08361988958073752
784,249.0,0.00484048664005373,1.1753694069649345,0.006341490821881005
785,207.0,0.13877685064612166,0.7134513404654266,0.15516878771178258
786,206.0,0.14747011776483582,0.6454671709207905,0.1637256422098133
787,208.0,0.13048374575595006,0.229007128365381,0.14628587346993868
788,300.0,8.95068790134129e-06,2.568412074325789,2.045175329907202e-05
789,305.0,4.219587632352974e-06,2.6523726321389334,1.1067626727359155e-05
790,311.0,1.657232153123406e-06,3.0262938945405082,5.639068326438833e-06
791,319.0,4.5124337237472066e-07,3.908359014476534,4.3272878361187095e-06
792,314.0,1.0249638777286962e-06,2.987864368428313,4.60867686450153e-06
793,319.0,4.5124337237472066e-07,3.611846664754093,4.3272878361187095e-06
794,318.0,5.327479067501192e-07,3.357600114224658,4.3272878361187095e-06
795,320.0,3.818334157281001e-07,3.889110516245839,4.3272878361187095e-06
796,304.0,4.913985671500474e-06,2.6044308289595945,1.2498399920038579e-05
797,307.0,3.102209052989918e-06,2.5818766337141597,8.917080360078326e-06
798,307.0,3.102209052989918e-06,2.7016075706850264,8.917080360078326e-06
799,309.0,2.2718307606973213e-06,2.913606945172436,7.044913615068787e-06
800,306.0,3.6197823930798668e-06,3.031654962051598,9.800658135242048e-06
801,305.0,4.219587632352974e-06,2.5842084727426187,1.1067626727359155e-05
802,273.0,0.0003416019137614296,1.466742755865747,0.0005150620472163352
803,219.0,0.06254813352933254,0.8449660977523916,0.07291490751243487
804,239.0,0.012450756563175432,0.8063017990355987,0.0156598426703675
805,240.0,0.011375720999960516,0.9807167626311865,0.01435073420736502
806,189.0,0.3642385421652301,0.39794772326633193,0.38763848232123815
807,139.0,0.51399329035963,-0.30575204356554986,0.5334852040913225
808,92.0,0.03164141029432081,-0.8299998702756333,0.037759749346492795
809,105.0,0.08273245920735331,-0.7129650151618576,0.09529749875760092
810,172.0,0.7142823537989498,0.12484188848497556,0.7281631444800629
811,274.0,0.0003022604012219167,1.4492703007184229,0.00046126769107684014
812,274.0,0.0003022604012219167,1.4492703007184229,0.00046126769107684014
813,273.0,0.0003416019137614296,1.642036818918869,0.0005150620472163352
814,278.0,0.00018350997127055085,1.6922177896233044,0.000289522623846646
815,251.0,0.003962480273498222,-0.05911862584780182,0.005218370987797345
816,201.0,0.19727749779456083,0.5661062405586493,0.2163522384349757
817,245.0,0.007142655849520817,0.6425094632298227,0.009194891323667392
818,237.0,0.014873974127707482,0.8616469659191571,0.018486015228809202
819,206.0,0.14747011776483582,0.4658696598798654,0.1637256422098133
