meta_rxn_id,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval
1,59.0,0.0013767069406343286,-1.1642754565683782,0.0018799067660071795
2,58.0,0.0012321719359254558,-1.3867196324213527,0.0017066055746206257
3,50.0,0.0004902788163771723,-1.148939241375934,0.0007445850781892157
4,33.0,5.6440346457884884e-05,-2.0498380011032737,0.00014098888133031164
5,36.0,8.434297185988848e-05,-1.6873826237263991,0.00017639169696279002
6,50.0,0.0004902788163771723,-1.3242581770326691,0.0007445850781892157
7,32.0,4.927166796986004e-05,-1.7335896894280773,0.0001328330406296655
8,32.0,4.927166796986004e-05,-1.159932240817516,0.0001328330406296655
9,41.0,0.00016159816419197644,-1.5692939231270595,0.000291478637131373
10,56.0,0.0009842246985925012,-1.4297667033550707,0.0013938570253407862
11,57.0,0.0011017651365777667,-0.9782340620563627,0.0015412470077237868
12,74.0,0.006489704591886318,-0.10604176388363529,0.007955733282555867
13,78.0,0.009469782324157894,-0.12106481527743604,0.01132237031919733
14,60.0,0.0015367385304895134,-1.168821104555675,0.0020826198168851424
15,59.0,0.0013767069406343286,-1.150009344732326,0.0018799067660071795
16,60.0,0.0015367385304895134,-1.1889260069002363,0.0020826198168851424
17,64.0,0.002363332417024863,-0.7829693951169929,0.003080160986577953
18,65.0,0.002625613653047189,-0.8045210751324184,0.003404374448183739
19,57.0,0.0011017651365777667,-1.3368731976969386,0.0015412470077237868
20,57.0,0.0011017651365777667,-1.2787003299525186,0.0015412470077237868
21,46.0,0.0003022604012219167,-0.6274093020324638,0.0004860100193338354
22,47.0,0.0003416019137614296,-0.8024747644886359,0.0005402974992784421
23,32.0,4.927166796986004e-05,-1.3080224472376938,0.0001328330406296655
24,32.0,4.927166796986004e-05,-1.364696043990307,0.0001328330406296655
25,28.0,2.8341608254942933e-05,-2.223835371257951,0.0001328330406296655
26,33.0,5.6440346457884884e-05,-1.8699165233261503,0.00014098888133031164
27,34.0,6.458954806893046e-05,-0.9956643386141857,0.00015003365501620565
28,32.0,4.927166796986004e-05,-1.6596520067875287,0.0001328330406296655
29,32.0,4.927166796986004e-05,-1.4501685856393776,0.0001328330406296655
30,32.0,4.927166796986004e-05,-0.5534821107414842,0.0001328330406296655
31,28.0,2.8341608254942933e-05,-2.0281848077418223,0.0001328330406296655
32,32.0,4.927166796986004e-05,-1.5964905181187004,0.0001328330406296655
33,32.0,4.927166796986004e-05,-1.6363117550664827,0.0001328330406296655
34,32.0,4.927166796986004e-05,-1.2543232325725624,0.0001328330406296655
35,34.0,6.458954806893046e-05,-0.40015804623125556,0.00015003365501620565
36,33.0,5.6440346457884884e-05,-1.5083916393236185,0.00014098888133031164
37,59.0,0.0013767069406343286,-1.420271668816821,0.0018799067660071795
38,32.0,4.927166796986004e-05,-1.3335338808852515,0.0001328330406296655
39,13.0,3.102209052989918e-06,-1.5638413634078607,2.621262548801548e-05
40,32.0,4.927166796986004e-05,-1.5707647876732205,0.0001328330406296655
41,32.0,4.927166796986004e-05,-1.3321040962695405,0.0001328330406296655
42,69.0,0.003962480273498222,-0.8382201421144277,0.004993756420755017
43,96.0,0.04322093203214055,-0.6407826067254219,0.049111149303668736
44,60.0,0.0015367385304895134,-1.0997293889827304,0.0020826198168851424
45,42.0,0.00018350997127055085,-1.2781934458823248,0.00032178141201897426
46,54.0,0.0007831875942974192,0.10141774791609476,0.001137293173264649
47,32.0,4.927166796986004e-05,-0.30494693817361984,0.0001328330406296655
48,59.0,0.0013767069406343286,-0.15375842938395443,0.0018799067660071795
49,29.0,3.259107077597499e-05,-0.25705316174525494,0.0001328330406296655
50,29.0,3.259107077597499e-05,-0.1596528666421736,0.0001328330406296655
51,46.0,0.0003022604012219167,0.23268479115306875,0.0004860100193338354
52,55.0,0.0008783884964078128,-0.15611523163070642,0.0012595570808399048
53,41.0,0.00016159816419197644,-0.5055214662780382,0.000291478637131373
54,57.0,0.0011017651365777667,0.10922971669996114,0.0015412470077237868
55,59.0,0.0013767069406343286,-0.7238490226935218,0.0018799067660071795
56,34.0,6.458954806893046e-05,-1.2860222935902261,0.00015003365501620565
57,42.0,0.00018350997127055085,-1.577976941981542,0.00032178141201897426
58,32.0,4.927166796986004e-05,-0.28795411758903927,0.0001328330406296655
59,35.0,7.384400408432293e-05,-1.6666135949237924,0.0001614055575384767
60,49.0,0.00043506175966501355,-1.3942965889968382,0.000669612170437961
61,37.0,9.62417449791194e-05,-1.5323526428118592,0.00019511812709937411
62,45.0,0.00026719355298303777,-1.5883776171385995,0.000439160160842878
63,48.0,0.00038569446679275734,-1.4882191879596987,0.0006024681559455106
64,38.0,0.00010971329718310355,-1.6311779473524608,0.00021382204512929932
65,42.0,0.00018350997127055085,-1.3501761044567682,0.00032178141201897426
66,38.0,0.00010971329718310355,-1.720174736012808,0.00021382204512929932
67,53.0,0.000697640009292997,-0.9995708662087736,0.0010177621920044995
68,41.0,0.00016159816419197644,-1.372285128257449,0.000291478637131373
69,33.0,5.6440346457884884e-05,-1.5670391729083502,0.00014098888133031164
70,28.0,2.8341608254942933e-05,-1.8918497633516411,0.0001328330406296655
71,55.0,0.0008783884964078128,-0.8449968083909992,0.0012595570808399048
72,47.0,0.0003416019137614296,-0.9486934556293292,0.0005402974992784421
73,41.0,0.00016159816419197644,-1.8854449065494214,0.000291478637131373
74,41.0,0.00016159816419197644,-1.2618590017076665,0.000291478637131373
75,44.0,0.00023596856438047963,-0.860809771514345,0.0003955851165845857
76,48.0,0.00038569446679275734,-1.0373168393173986,0.0006024681559455106
77,32.0,4.927166796986004e-05,-1.4753159122709685,0.0001328330406296655
78,26.0,2.13704144601066e-05,-1.9562230222272532,0.00011547361289817257
79,34.0,6.458954806893046e-05,-1.5779312511444983,0.00015003365501620565
80,35.0,7.384400408432293e-05,-1.5321162697957271,0.0001614055575384767
81,38.0,0.00010971329718310355,-1.1315697396466666,0.00021382204512929932
82,28.0,2.8341608254942933e-05,-2.2257766233879512,0.0001328330406296655
83,69.0,0.003962480273498222,-0.5903355489775317,0.004993756420755017
84,39.0,0.00012495006911461987,-1.3430442819701054,0.0002362044099328925
85,66.0,0.002914255399433271,-1.1457318679452582,0.0037439260692719266
86,34.0,6.458954806893046e-05,-1.7515025213144089,0.00015003365501620565
87,44.0,0.00023596856438047963,-1.627068390765987,0.0003955851165845857
88,26.0,2.13704144601066e-05,-2.056204417386874,0.00011547361289817257
89,47.0,0.0003416019137614296,-1.1246514017159213,0.0005402974992784421
90,36.0,8.434297185988848e-05,-1.2511222872349728,0.00017639169696279002
91,38.0,0.00010971329718310355,-1.5569966152848174,0.00021382204512929932
92,34.0,6.458954806893046e-05,-1.6584494423059066,0.00015003365501620565
93,48.0,0.00038569446679275734,-1.2474349076467863,0.0006024681559455106
94,44.0,0.00023596856438047963,-1.1331035639169842,0.0003955851165845857
95,49.0,0.00043506175966501355,-0.40022883455193486,0.000669612170437961
96,54.0,0.0007831875942974192,-0.9830581427910203,0.001137293173264649
97,56.0,0.0009842246985925012,-0.4515800864901358,0.0013938570253407862
98,42.0,0.00018350997127055085,-0.9455684328519216,0.00032178141201897426
99,36.0,8.434297185988848e-05,-1.6466499240062484,0.00017639169696279002
100,29.0,3.259107077597499e-05,-1.8035601541206325,0.0001328330406296655
101,39.0,0.00012495006911461987,-1.4180465109610167,0.0002362044099328925
102,46.0,0.0003022604012219167,-1.3209678706281995,0.0004860100193338354
103,33.0,5.6440346457884884e-05,-1.95963919822177,0.00014098888133031164
104,59.0,0.0013767069406343286,-1.3800873738333557,0.0018799067660071795
105,51.0,0.0005519762454985965,-0.9040431878535977,0.000823386366211769
106,32.0,4.927166796986004e-05,-0.9980518211130446,0.0001328330406296655
107,30.0,3.744139161695498e-05,-1.597167210221727,0.0001328330406296655
108,32.0,4.927166796986004e-05,-1.463274127022938,0.0001328330406296655
109,32.0,4.927166796986004e-05,-1.524355364210125,0.0001328330406296655
110,39.0,0.00012495006911461987,-0.8583786975206593,0.0002362044099328925
111,29.0,3.259107077597499e-05,-1.7600992303521614,0.0001328330406296655
112,28.0,2.8341608254942933e-05,-1.9714153361439328,0.0001328330406296655
113,32.0,4.927166796986004e-05,-1.5626941144864683,0.0001328330406296655
114,32.0,4.927166796986004e-05,-1.5989405518627071,0.0001328330406296655
115,16.0,4.913985671500474e-06,-2.3725927731150684,3.6179578715901156e-05
116,7.0,1.2041811510374454e-06,-2.826370600723164,1.3416496187222511e-05
117,35.0,7.384400408432293e-05,-1.119045446051197,0.0001614055575384767
118,46.0,0.0003022604012219167,-0.8288876198804372,0.0004860100193338354
119,34.0,6.458954806893046e-05,-1.0114194050514749,0.00015003365501620565
120,31.0,4.297192229158306e-05,-0.7656238979678123,0.0001328330406296655
121,31.0,4.297192229158306e-05,-1.352671710756989,0.0001328330406296655
122,0.0,3.818334157281001e-07,-1.680553530453265,6.867546720023973e-06
123,25.0,1.852998601250972e-05,-1.8297209021285916,0.00010414844816852561
124,28.0,2.8341608254942933e-05,-1.650267804109401,0.0001328330406296655
125,1.0,4.5124337237472066e-07,-3.0646428895024287,7.2835308438432475e-06
126,32.0,4.927166796986004e-05,-1.084222078342799,0.0001328330406296655
127,59.0,0.0013767069406343286,0.29366617854564614,0.0018799067660071795
128,49.0,0.00043506175966501355,0.3181695305676615,0.000669612170437961
129,36.0,8.434297185988848e-05,0.1839239733864984,0.00017639169696279002
130,55.0,0.0008783884964078128,-0.8429553575949734,0.0012595570808399048
131,43.0,0.000208192691427214,-1.3105288725302795,0.00035661850136988084
132,30.0,3.744139161695498e-05,-1.7362136125630665,0.0001328330406296655
133,51.0,0.0005519762454985965,-1.413748591113123,0.000823386366211769
134,37.0,9.62417449791194e-05,-1.4864682451740747,0.00019511812709937411
135,51.0,0.0005519762454985965,-1.412571499359908,0.000823386366211769
136,33.0,5.6440346457884884e-05,-0.7711741885966825,0.00014098888133031164
137,32.0,4.927166796986004e-05,-1.5735428090821293,0.0001328330406296655
138,32.0,4.927166796986004e-05,-1.5487904531218248,0.0001328330406296655
139,61.0,0.00171374872223273,-0.9830205841138588,0.002300223498178046
140,89.0,0.024805471018605443,-0.49868095881176205,0.028730531750160306
141,12.0,2.6560461936498363e-06,-1.8506386900422007,2.3549029280317914e-05
142,24.0,1.6051497646725775e-05,-1.901918456496144,9.270108044599885e-05
143,24.0,1.6051497646725775e-05,-1.7091634352661418,9.270108044599885e-05
144,39.0,0.00012495006911461987,-1.7003365780141282,0.0002362044099328925
145,32.0,4.927166796986004e-05,-1.6167534190981503,0.0001328330406296655
146,32.0,4.927166796986004e-05,-1.8574924152079233,0.0001328330406296655
147,16.0,4.913985671500474e-06,-2.0155102321262217,3.6179578715901156e-05
148,38.0,0.00010971329718310355,-1.1405187357606528,0.00021382204512929932
149,34.0,6.458954806893046e-05,-1.5182639649197753,0.00015003365501620565
150,32.0,4.927166796986004e-05,-1.6042678213295822,0.0001328330406296655
151,32.0,4.927166796986004e-05,-0.7136162605210231,0.0001328330406296655
152,39.0,0.00012495006911461987,-1.1416260475230422,0.0002362044099328925
153,50.0,0.0004902788163771723,-1.0657251004654513,0.0007445850781892157
154,6.0,1.0249638777286962e-06,-1.8830289342416635,1.183880295468283e-05
155,56.0,0.0009842246985925012,-0.6472653106944976,0.0013938570253407862
156,43.0,0.000208192691427214,-0.44006442968832066,0.00035661850136988084
157,46.0,0.0003022604012219167,-1.6237997343899466,0.0004860100193338354
