,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id
r1586_pos,382.0,9.126646630193904e-07,2.1446711284001223,1.4193429797183164e-05,r1586
r1587_neg,382.0,9.126646630193904e-07,2.144670084528212,1.4193429797183164e-05,r1587
r1587_pos,382.0,9.126646630193904e-07,2.144670084528212,1.4193429797183164e-05,r1587
r1588_neg,382.0,9.126646630193904e-07,2.1446711284001223,1.4193429797183164e-05,r1588
r1588_pos,382.0,9.126646630193904e-07,2.144670084528212,1.4193429797183164e-05,r1588
r1589_neg,367.0,6.6736514304002175e-06,1.825138848972717,7.532563789998345e-05,r1589
r1589_pos,367.0,6.6736514304002175e-06,1.825138848972717,7.532563789998345e-05,r1589
r1590_neg,384.0,6.916583488077116e-07,2.176644828252186,1.3775156921092942e-05,r1590
r1590_pos,382.0,9.126646630193904e-07,2.144670084528212,1.4193429797183164e-05,r1590
r1591_neg,382.0,9.126646630193904e-07,2.1446711284001223,1.4193429797183164e-05,r1591
r1591_pos,382.0,9.126646630193904e-07,2.1446711284001223,1.4193429797183164e-05,r1591
r1592_neg,381.0,1.0472741665207472e-06,2.134462700700922,1.6044344178905937e-05,r1592
r1592_pos,381.0,1.0472741665207472e-06,2.1344616434414116,1.6044344178905937e-05,r1592
r1593_neg,382.0,9.126646630193904e-07,2.1446711284001223,1.4193429797183164e-05,r1593
r1593_pos,384.0,6.916583488077116e-07,2.176644828252184,1.3775156921092942e-05,r1593
r1594_neg,356.0,2.5959840395871986e-05,1.6923308436133626,0.00020059581302141882,r1594
r1594_pos,356.0,2.5959840395871986e-05,1.6923308436133626,0.00020059581302141882,r1594
r1595_neg,382.0,9.126646630193904e-07,2.1446711284001223,1.4193429797183164e-05,r1595
r1595_pos,382.0,9.126646630193904e-07,2.1446711284001223,1.4193429797183164e-05,r1595
r1596_neg,382.0,9.126646630193904e-07,2.1446711284001223,1.4193429797183164e-05,r1596
r1596_pos,384.0,6.916583488077116e-07,2.176644828252184,1.3775156921092942e-05,r1596
r1597_neg,384.0,6.916583488077116e-07,2.1744467006913157,1.3775156921092942e-05,r1597
r1597_pos,389.0,3.415575693503718e-07,2.230646188216048,1.0596866498337666e-05,r1597
r1598_neg,367.0,6.6736514304002175e-06,1.871663664900475,7.532563789998345e-05,r1598
r1598_pos,389.0,3.415575693503718e-07,2.3161819468476215,1.0596866498337666e-05,r1598
r1599_neg,384.0,6.916583488077116e-07,2.1744467006913157,1.3775156921092942e-05,r1599
r1599_pos,382.0,9.126646630193904e-07,2.1562377681591283,1.4193429797183164e-05,r1599
r1600_neg,385.0,6.014797005320149e-07,2.1857588915585096,1.3775156921092942e-05,r1600
r1600_pos,385.0,6.014797005320149e-07,2.1857588915585096,1.3775156921092942e-05,r1600
r1602_neg,384.0,6.916583488077116e-07,2.1744467006913157,1.3775156921092942e-05,r1602
r1602_pos,389.0,3.415575693503718e-07,2.230646188216048,1.0596866498337666e-05,r1602
r1603_neg,384.0,6.916583488077116e-07,2.1744467006913157,1.3775156921092942e-05,r1603
r1603_pos,382.0,9.126646630193904e-07,2.1562377681591283,1.4193429797183164e-05,r1603
r1604_neg,384.0,6.916583488077116e-07,2.1744467006913157,1.3775156921092942e-05,r1604
r1604_pos,382.0,9.126646630193904e-07,2.1562377681591283,1.4193429797183164e-05,r1604
r1605_neg,384.0,6.916583488077116e-07,2.176644828252186,1.3775156921092942e-05,r1605
r1605_pos,382.0,9.126646630193904e-07,2.144670084528212,1.4193429797183164e-05,r1605
r1606_neg,384.0,6.916583488077116e-07,2.1744467006913157,1.3775156921092942e-05,r1606
r1606_pos,389.0,3.415575693503718e-07,2.3537860009989293,1.0596866498337666e-05,r1606
r1607_neg,384.0,6.916583488077116e-07,2.1744467006913157,1.3775156921092942e-05,r1607
r1607_pos,382.0,9.126646630193904e-07,2.1562377681591283,1.4193429797183164e-05,r1607
r1608_neg,382.0,9.126646630193904e-07,2.1562377681591283,1.4193429797183164e-05,r1608
r1608_pos,382.0,9.126646630193904e-07,2.1562377681591283,1.4193429797183164e-05,r1608
